シーズン,ゲームタイプ,球団,#,名前,守備位置,試合,打席,打数,打率,出塁率,長打率,OPS,得点,打点,安打,一塁打,二塁打,三塁打,本塁打,塁打,盗塁,盗塁刺,四球,故意四,三振,併殺,死球,犠打,犠飛,PlayerID
2025,公式戦,東京ヤクルトスワローズ,3,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21225133"">西川　遥輝</a>",打,49,134,115,0.174,0.280,0.217,0.497,10,6,20,16,3,1,0,25,1,0,16,0,32,1,1,2,0,21225133
2025,クライマックスシリーズファイナルステージ,横浜DeNAベイスターズ,64,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21225136"">中川　虎大</a>",投,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21225136
2025,公式戦,横浜DeNAベイスターズ,64,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21225136"">中川　虎大</a>",投,30,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21225136
2025,公式戦,中日ドラゴンズ,38,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21225137"">松葉　貴大</a>",投,23,44,33,0.152,0.222,0.152,0.374,1,0,5,5,0,0,0,5,0,0,2,0,8,0,1,8,0,21225137
2025,公式戦,千葉ロッテマリーンズ,18,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21225139"">二木　康太</a>",投,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21225139
2025,クライマックスシリーズファイナルステージ,阪神タイガース,3,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325134"">大山　悠輔</a>",一,3,12,11,0.091,0.083,0.182,0.265,0,2,1,0,1,0,0,2,0,0,0,0,3,0,0,0,1,21325134
2025,公式戦,阪神タイガース,3,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325134"">大山　悠輔</a>",一,141,587,503,0.264,0.363,0.396,0.759,52,75,133,94,25,1,13,199,6,3,74,7,96,16,6,0,4,21325134
2025,日本シリーズ,阪神タイガース,3,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325134"">大山　悠輔</a>",一,5,21,18,0.056,0.190,0.056,0.246,1,1,1,1,0,0,0,1,0,0,2,0,4,0,1,0,0,21325134
2025,公式戦,東北楽天ゴールデンイーグルス,27,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325135"">岡島　豪郎</a>",左,1,1,1,1.000,1.000,1.000,2.000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21325135
2025,クライマックスシリーズファーストステージ,読売ジャイアンツ,24,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325136"">大城　卓三</a>",打,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21325136
2025,公式戦,読売ジャイアンツ,24,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325136"">大城　卓三</a>",打,56,99,91,0.187,0.242,0.319,0.561,6,10,17,11,3,0,3,29,0,0,6,1,27,4,1,0,1,21325136
2025,公式戦,広島東洋カープ,59,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325138"">大盛　穂</a>",中,102,173,162,0.265,0.304,0.370,0.674,28,11,43,33,6,1,3,60,7,2,9,1,42,2,0,2,0,21325138
2025,クライマックスシリーズファイナルステージ,阪神タイガース,2,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325139"">梅野　隆太郎</a>",捕,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21325139
2025,公式戦,阪神タイガース,2,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325139"">梅野　隆太郎</a>",捕,52,132,118,0.220,0.270,0.254,0.524,7,2,26,22,4,0,0,30,2,3,7,4,29,2,1,6,0,21325139
2025,日本シリーズ,阪神タイガース,2,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325139"">梅野　隆太郎</a>",捕,1,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21325139
2025,公式戦,福岡ソフトバンクホークス,69,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325150"">岩崎　峻典</a>",投,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21325150
2025,クライマックスシリーズファイナルステージ,北海道日本ハムファイターズ,61,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325153"">今川　優馬</a>",左,1,3,2,0.500,0.667,0.500,1.167,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,21325153
2025,公式戦,北海道日本ハムファイターズ,61,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325153"">今川　優馬</a>",左,18,57,53,0.245,0.298,0.415,0.713,9,5,13,8,3,0,2,22,0,0,4,0,14,2,0,0,0,21325153
2025,公式戦,福岡ソフトバンクホークス,60,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21325157"">大野　稼頭央</a>",投,4,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21325157
2025,クライマックスシリーズファーストステージ,読売ジャイアンツ,8,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21425116"">丸　佳浩</a>",右,2,7,7,0.143,0.143,0.143,0.286,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,21425116
2025,公式戦,読売ジャイアンツ,8,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21425116"">丸　佳浩</a>",右,90,369,326,0.267,0.345,0.399,0.744,30,26,87,59,19,3,6,130,5,4,40,5,57,5,0,1,2,21425116
2025,クライマックスシリーズファイナルステージ,福岡ソフトバンクホークス,5,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21425139"">山川　穂高</a>",指,6,22,18,0.222,0.364,0.389,0.753,2,2,4,3,0,0,1,7,0,0,3,1,7,0,1,0,0,21425139
2025,公式戦,福岡ソフトバンクホークス,5,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21425139"">山川　穂高</a>",指,130,496,443,0.226,0.300,0.402,0.702,45,62,100,68,9,0,23,178,0,0,45,3,126,7,4,0,4,21425139
2025,日本シリーズ,福岡ソフトバンクホークス,5,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21425139"">山川　穂高</a>",指,5,19,13,0.385,0.579,1.154,1.733,3,7,5,1,1,0,3,15,0,0,6,2,5,0,0,0,0,21425139
2025,公式戦,中日ドラゴンズ,13,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21425151"">橋本　侑樹</a>",投,42,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21425151
2025,公式戦,横浜DeNAベイスターズ,53,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21425153"">颯</a>",投,27,1,1,1.000,1.000,1.000,2.000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21425153
2025,公式戦,東北楽天ゴールデンイーグルス,32,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21425159"">中島　大輔</a>",左,124,491,462,0.266,0.294,0.351,0.645,51,31,123,101,11,5,6,162,22,4,17,0,75,4,2,8,2,21425159
2025,公式戦,千葉ロッテマリーンズ,19,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21525116"">唐川　侑己</a>",投,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21525116
2025,公式戦,東京ヤクルトスワローズ,38,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21525136"">北村　拓己</a>",三,62,132,116,0.190,0.254,0.293,0.547,9,7,22,16,3,0,3,34,0,1,6,0,29,1,4,6,0,21525136
2025,公式戦,中日ドラゴンズ,41,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21525138"">勝野　昌慶</a>",投,25,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21525138
2025,公式戦,東北楽天ゴールデンイーグルス,41,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21525139"">加治屋　蓮</a>",投,54,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21525139
2025,公式戦,横浜DeNAベイスターズ,37,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21525150"">加藤　響</a>",三,9,18,17,0.176,0.222,0.176,0.398,2,0,3,3,0,0,0,3,0,0,1,0,6,0,0,0,0,21525150
2025,公式戦,広島東洋カープ,36,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21625130"">塹江　敦哉</a>",投,28,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21625130
2025,クライマックスシリーズファーストステージ,オリックス・バファローズ,30,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21625132"">廣岡　大志</a>",中,2,7,7,0.286,0.286,0.286,0.572,1,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,21625132
2025,公式戦,オリックス・バファローズ,30,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21625132"">廣岡　大志</a>",中,118,453,402,0.254,0.317,0.348,0.665,43,34,102,79,15,1,7,140,9,7,39,0,90,9,0,8,4,21625132
2025,公式戦,中日ドラゴンズ,54,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21625134"">藤嶋　健人</a>",投,60,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21625134
2025,クライマックスシリーズファーストステージ,北海道日本ハムファイターズ,7,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21625135"">松本　剛</a>",左,2,4,4,0.250,0.250,0.250,0.500,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,21625135
2025,クライマックスシリーズファイナルステージ,北海道日本ハムファイターズ,7,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21625135"">松本　剛</a>",左,3,3,3,0.333,0.333,0.333,0.666,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,21625135
2025,公式戦,北海道日本ハムファイターズ,7,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21625135"">松本　剛</a>",左,66,185,160,0.188,0.282,0.225,0.507,13,7,30,25,4,1,0,36,3,4,17,0,24,5,4,4,0,21625135
2025,公式戦,千葉ロッテマリーンズ,6,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21625150"">西川　史礁</a>",左,108,444,417,0.281,0.318,0.381,0.699,42,37,117,84,27,3,3,159,1,0,16,0,85,6,8,0,3,21625150
2025,公式戦,読売ジャイアンツ,91,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21625151"">堀田　賢慎</a>",投,8,5,5,0.400,0.400,0.400,0.800,1,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,21625151
2025,公式戦,中日ドラゴンズ,97,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21625157"">樋口　正修</a>",走,33,25,22,0.091,0.130,0.091,0.221,2,0,2,2,0,0,0,2,5,3,1,0,8,0,0,2,0,21625157
2025,クライマックスシリーズファーストステージ,北海道日本ハムファイターズ,48,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21725138"">齋藤　友貴哉</a>",投,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21725138
2025,クライマックスシリーズファイナルステージ,北海道日本ハムファイターズ,48,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21725138"">齋藤　友貴哉</a>",投,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21725138
2025,公式戦,北海道日本ハムファイターズ,48,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21725138"">齋藤　友貴哉</a>",投,47,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21725138
2025,公式戦,東北楽天ゴールデンイーグルス,66,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21725139"">今野　龍太</a>",投,42,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21725139
2025,公式戦,埼玉西武ライオンズ,57,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21725155"">黒田　将矢</a>",投,8,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21725155
2025,公式戦,オリックス・バファローズ,95,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21725157"">才木　海翔</a>",投,38,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21725157
2025,公式戦,東北楽天ゴールデンイーグルス,17,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21725159"">古謝　樹</a>",投,19,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21725159
2025,クライマックスシリーズファイナルステージ,北海道日本ハムファイターズ,18,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21825130"">山﨑　福也</a>",投,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21825130
2025,公式戦,北海道日本ハムファイターズ,18,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21825130"">山﨑　福也</a>",投,20,7,7,0.143,0.143,0.143,0.286,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,21825130
2025,公式戦,埼玉西武ライオンズ,35,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21825134"">松原　聖弥</a>",左,8,24,22,0.273,0.273,0.318,0.591,1,0,6,5,1,0,0,7,0,0,0,0,6,0,0,2,0,21825134
2025,公式戦,埼玉西武ライオンズ,4,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21825138"">山野辺　翔</a>",走,5,3,3,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,21825138
2025,公式戦,東京ヤクルトスワローズ,37,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21825138"">山野辺　翔</a>",打,17,24,19,0.211,0.318,0.263,0.581,2,2,4,3,1,0,0,5,2,0,2,1,2,0,1,2,0,21825138
2025,公式戦,読売ジャイアンツ,66,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21825153"">平内　龍太</a>",投,12,2,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,21825153
2025,クライマックスシリーズファイナルステージ,阪神タイガース,58,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21825155"">前川　右京</a>",左,3,6,6,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21825155
2025,公式戦,阪神タイガース,58,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21825155"">前川　右京</a>",左,69,209,195,0.246,0.297,0.323,0.620,11,15,48,36,10,1,1,63,0,1,8,2,30,2,6,0,0,21825155
2025,日本シリーズ,阪神タイガース,58,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21825155"">前川　右京</a>",左,1,4,3,0.000,0.250,0.000,0.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21825155
2025,クライマックスシリーズファーストステージ,横浜DeNAベイスターズ,5,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21825157"">松尾　汐恩</a>",捕,1,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21825157
2025,クライマックスシリーズファイナルステージ,横浜DeNAベイスターズ,5,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21825157"">松尾　汐恩</a>",捕,2,2,2,0.500,0.500,0.500,1.000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21825157
2025,公式戦,横浜DeNAベイスターズ,5,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21825157"">松尾　汐恩</a>",捕,77,191,176,0.250,0.293,0.347,0.640,19,18,44,35,5,0,4,61,1,1,9,1,17,8,3,0,3,21825157
2025,公式戦,読売ジャイアンツ,43,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925132"">重信　慎之介</a>",右,10,3,3,0.333,0.333,0.333,0.666,1,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,21925132
2025,クライマックスシリーズファイナルステージ,福岡ソフトバンクホークス,23,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925136"">周東　佑京</a>",中,6,16,14,0.143,0.250,0.143,0.393,0,0,2,2,0,0,0,2,1,0,2,0,4,0,0,0,0,21925136
2025,公式戦,福岡ソフトバンクホークス,23,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925136"">周東　佑京</a>",中,96,430,384,0.286,0.357,0.354,0.711,45,36,110,92,13,2,3,136,35,4,37,2,73,5,5,4,0,21925136
2025,日本シリーズ,福岡ソフトバンクホークス,23,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925136"">周東　佑京</a>",中,5,24,22,0.364,0.364,0.500,0.864,3,1,8,6,1,1,0,11,1,0,0,0,3,0,0,1,0,21925136
2025,公式戦,東京ヤクルトスワローズ,40,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925139"">高梨　裕稔</a>",投,17,27,24,0.042,0.042,0.042,0.084,1,0,1,1,0,0,0,1,0,0,0,0,15,0,0,3,0,21925139
2025,公式戦,埼玉西武ライオンズ,2,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925150"">齋藤　大翔</a>",遊,4,12,11,0.091,0.167,0.091,0.258,0,0,1,1,0,0,0,1,0,1,1,0,3,1,0,0,0,21925150
2025,クライマックスシリーズファーストステージ,北海道日本ハムファイターズ,30,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925151"">郡司　裕也</a>",三,2,8,7,0.429,0.500,1.000,1.500,3,1,3,1,1,0,1,7,0,0,0,0,2,0,1,0,0,21925151
2025,クライマックスシリーズファイナルステージ,北海道日本ハムファイターズ,30,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925151"">郡司　裕也</a>",三,6,26,22,0.273,0.346,0.455,0.801,2,5,6,2,4,0,0,10,0,0,3,0,8,1,0,0,1,21925151
2025,公式戦,北海道日本ハムファイターズ,30,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925151"">郡司　裕也</a>",三,111,422,364,0.297,0.379,0.420,0.799,46,42,108,83,15,0,10,153,0,0,45,0,71,7,6,2,5,21925151
2025,公式戦,オリックス・バファローズ,27,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925153"">元　謙太</a>",左,31,10,7,0.143,0.333,0.143,0.476,6,0,1,1,0,0,0,1,0,0,2,0,3,0,0,1,0,21925153
2025,公式戦,読売ジャイアンツ,009,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925155"">笹原　操希</a>",右,13,22,20,0.100,0.182,0.100,0.282,1,0,2,2,0,0,0,2,0,0,2,0,7,0,0,0,0,21925155
2025,公式戦,東北楽天ゴールデンイーグルス,19,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925157"">荘司　康誠</a>",投,13,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21925157
2025,公式戦,阪神タイガース,26,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=21925159"">椎葉　剛</a>",投,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21925159
2025,公式戦,埼玉西武ライオンズ,10,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23025150"">Ｊ．Ｄ．デービス</a>",三,36,131,113,0.204,0.313,0.310,0.623,8,9,23,17,3,0,3,35,0,0,17,0,24,4,1,0,0,23025150
2025,クライマックスシリーズファーストステージ,横浜DeNAベイスターズ,50,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23125136"">山本　祐大</a>",捕,2,9,8,0.125,0.111,0.125,0.236,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,23125136
2025,クライマックスシリーズファイナルステージ,横浜DeNAベイスターズ,50,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23125136"">山本　祐大</a>",捕,3,9,8,0.125,0.125,0.125,0.250,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,1,0,23125136
2025,公式戦,横浜DeNAベイスターズ,50,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23125136"">山本　祐大</a>",捕,104,344,313,0.262,0.300,0.364,0.664,22,41,82,58,19,2,3,114,0,0,16,2,40,5,4,4,7,23125136
2025,公式戦,千葉ロッテマリーンズ,60,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23125151"">横山　陸人</a>",投,50,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23125151
2025,公式戦,埼玉西武ライオンズ,70,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23125153"">豆田　泰志</a>",投,3,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23125153
2025,公式戦,中日ドラゴンズ,69,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23125155"">三浦　瑞樹</a>",投,7,9,8,0.125,0.222,0.125,0.347,1,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,23125155
2025,公式戦,埼玉西武ライオンズ,73,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23125157"">モンテル</a>",中,12,11,11,0.091,0.091,0.091,0.182,1,0,1,1,0,0,0,1,1,0,0,0,5,0,0,0,0,23125157
2025,公式戦,横浜DeNAベイスターズ,34,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23125159"">松本　凌人</a>",投,4,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23125159
2025,クライマックスシリーズファーストステージ,読売ジャイアンツ,49,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23225157"">Ａ．バルドナード</a>",投,2,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23225157
2025,公式戦,読売ジャイアンツ,49,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23225157"">Ａ．バルドナード</a>",投,19,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23225157
2025,公式戦,千葉ロッテマリーンズ,33,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23325155"">八木　彬</a>",投,27,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23325155
2025,公式戦,東京ヤクルトスワローズ,13,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23525153"">Ｊ．オスナ</a>",一,141,574,528,0.256,0.307,0.377,0.684,38,67,135,99,22,0,14,199,4,1,40,6,76,13,1,0,5,23525153
2025,公式戦,東北楽天ゴールデンイーグルス,31,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23525157"">渡辺　翔太</a>",投,26,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23525157
2025,公式戦,東北楽天ゴールデンイーグルス,15,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23725150"">Ｓ．ハワード</a>",投,9,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23725150
2025,クライマックスシリーズファーストステージ,読売ジャイアンツ,92,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23925134"">Ｒ．マルティネス</a>",投,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23925134
2025,公式戦,読売ジャイアンツ,92,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23925134"">Ｒ．マルティネス</a>",投,58,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23925134
2025,公式戦,千葉ロッテマリーンズ,69,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=23925150"">Ｓ．アセベド</a>",指,5,12,11,0.182,0.250,0.455,0.705,1,2,2,1,0,0,1,5,0,0,1,0,3,0,0,0,0,23925150
2025,公式戦,埼玉西武ライオンズ,61,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=31035136"">平良　海馬</a>",投,54,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31035136
2025,公式戦,千葉ロッテマリーンズ,34,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=31035157"">高野　脩汰</a>",投,37,1,1,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31035157
2025,公式戦,広島東洋カープ,27,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=31135114"">會澤　翼</a>",捕,24,55,43,0.116,0.269,0.140,0.409,4,1,5,4,1,0,0,6,0,1,7,2,16,1,2,3,0,31135114
2025,クライマックスシリーズファーストステージ,北海道日本ハムファイターズ,8,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=31135130"">淺間　大基</a>",左,1,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31135130
2025,クライマックスシリーズファイナルステージ,北海道日本ハムファイターズ,8,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=31135130"">淺間　大基</a>",左,1,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31135130
2025,公式戦,北海道日本ハムファイターズ,8,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=31135130"">淺間　大基</a>",左,39,108,92,0.185,0.292,0.272,0.564,4,7,17,13,2,0,2,25,2,0,14,0,19,1,0,2,0,31135130
2025,公式戦,広島東洋カープ,9,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=31135133"">秋山　翔吾</a>",打,64,157,145,0.262,0.314,0.324,0.638,12,5,38,31,6,0,1,47,0,0,9,0,27,2,2,1,0,31135133
2025,公式戦,広島東洋カープ,48,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=31135134"">アドゥワ　誠</a>",投,4,3,3,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,31135134
2025,公式戦,千葉ロッテマリーンズ,24,"<a href=""https://proeyekyuu.com/ja/player-jp/?PlayerID=31135138"">東妻　勇輔</a>",投,6,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31135138
